Depth CSF-A (m),Porosity (vol%),NGR total counts (cps),Reflectance L*,Reflectance a*,Reflectance b*
110.2,49.6,38.345,43.8,-0.6,1.5
110.2,67.8,17.8,59.16,-0.67,11.8
110.29,54.9,41.641,54.1,1.1,5.2
110.29,58.6,41.84,39.2,-0.3,1.4
110.52,62.8,3.53,86.8,9.4,3.0
110.68,75.2,23.86,59.9,3.0,8.3
110.68,64.5,25.34,51.3,-0.5,0.3
110.74,61.9,6.861,71.7,3.3,5.9
110.8,47.0,46.74,44.6,-1.0,1.2
110.84,50.1,37.744,39.29,1.2,-1.33
111.08,67.5,19.89,52.2,-0.8,-0.5
111.08,81.7,15.46,40.9,0.1,3.4
111.11,81.7,20.36,39.4,-0.3,1.1
111.33,83.2,18.95,47.0,-1.6,-0.5
111.38,63.2,13.17,75.4,0.9,-2.6
111.5,54.1,17.6,62.79,-1.2,8.8
111.7,56.5,17.2,61.48,-1.0,10.88
111.8,59.2,47.69,34.8,0.3,1.7
111.8,57.3,38.0,54.31,-0.97,8.72
111.96,50.4,35.427,43.82,1.09,-0.01
111.96,50.4,35.427,43.82,1.09,-0.01
112.02,59.8,3.88,86.9,9.2,5.1
112.13,64.4,27.414,49.2,1.0,7.9
112.18,74.4,24.83,59.7,1.8,7.3
112.18,63.4,24.05,60.2,-0.2,-2.4
112.36,52.1,15.786,59.9,3.3,7.2
112.41,45.5,5.158,45.2,3.6,-7.4
112.41,45.5,5.158,45.2,3.6,-7.4
112.58,82.7,15.86,42.6,-0.2,1.4
112.58,70.0,22.1,57.1,-1.4,-1.0
112.6,58.1,22.0,60.08,-0.89,10.04
112.67,61.0,24.11,55.6,-0.4,-0.4
112.73,40.9,52.615,43.4,-0.9,1.2
112.84,63.3,23.954,47.7,1.4,8.7
112.98,80.5,19.8,33.6,0.0,-1.1
113.0,53.5,25.2,59.51,-0.7,10.91
113.13,41.0,31.612,31.3,0.5,-0.7
113.13,82.1,19.15,46.3,-0.6,-0.1
113.16,41.0,31.612,31.3,0.5,-0.7
113.24,63.0,18.02,58.7,-0.5,0.1
113.29,51.6,54.324,58.6,2.5,5.3
113.32,58.6,43.59,39.9,0.6,0.3
113.42,41.0,43.097,34.56,1.23,-2.56
113.52,59.5,3.55,89.3,9.5,2.8
113.68,62.7,24.46,37.1,-0.9,11.1
113.7,56.9,21.0,58.89,-0.58,11.03
113.71,51.9,11.491,69.7,2.6500000000000004,10.6
113.79,62.0,9.497,59.0,3.3,7.3
113.85,43.5,39.946,49.6,-0.2,-0.1
113.85,43.5,39.946,49.6,-0.2,-0.1
113.85,61.3,26.44,52.7,1.4,-0.1
113.9,47.5,52.433,45.8,-1.5,1.5
113.95,81.3,18.31,38.2,-0.6,1.6
113.99,47.1,47.056,45.3,-2.1,1.0
113.99,47.1,47.056,45.3,-2.1,1.0
114.08,79.2,15.51,49.6,-0.9,0.9
114.08,70.3,18.39,59.5,-2.0,1.4
114.08,70.3,18.39,59.5,-2.0,1.4
114.08,81.3,18.8,32.0,-1.4,5.5
114.5,57.1,32.4,56.03,-0.58,11.31
114.57,43.8,39.571,40.5,-0.6,-0.4
114.58,58.9,3.38,88.0,10.3,3.9
114.59,59.8,40.77,38.0,-0.6,1.9
114.59,59.8,40.77,38.0,-0.6,1.9
114.72,39.4,43.832,38.85,1.29,-0.52
115.09,67.0,39.131,42.3,0.7,7.4
115.12,74.5,27.33,52.3,-2.3,5.3
115.18,64.0,24.88,55.9,0.6,-1.3
115.2,59.4,20.0,58.98,-0.66,11.9
115.22,54.6,14.058,67.0,2.6,10.7
115.28,59.2,36.86,44.2,0.8,-1.3
115.35,59.5,29.07,48.4,0.5,1.6
115.48,61.0,3.92,86.1,8.7,5.2
115.58,80.2,17.97,46.4,-0.6,-2.0
115.58,81.0,15.46,44.2,-1.2,1.5
115.59,71.7,18.11,54.8,-2.0,1.0
115.84,68.5,26.771,45.4,1.7,9.1
116.0,59.6,30.8,54.23,-0.38,10.15
116.06,47.5,52.476,42.4,-1.0,-0.8
116.12,57.0,14.076,55.8,3.7,9.3
116.28,46.2,41.08,41.71,1.37,-0.15
116.3,68.4,31.4,57.18,-0.31,11.75
116.53,49.0,50.068,42.6,-1.5,0.2
116.59,75.0,22.31,55.1,-1.5,5.5
116.68,64.0,23.61,56.0,0.2,-0.7
116.7,55.0,19.0,62.6,-0.68,11.91
116.74,56.7,12.304,63.5,2.8,10.2
116.75,55.6,23.4,60.48,-0.62,9.66
116.78,59.3,40.11,41.4,-0.5,2.1
116.85,61.4,29.72,49.6,1.3,-0.3
116.85,50.3,55.368,50.2,2.1,4.7
116.98,58.2,4.26,89.3,9.7,3.3
117.08,80.1,15.68,47.8,-0.2,1.9
117.08,80.7,18.43,47.6,0.9,-0.2
117.09,72.5,17.02,57.4,-2.2,0.7
117.12,44.5,39.084,40.97,0.9,0.74
117.48,8.5,23.4,62.47,-0.75,8.69
117.81,44.8,32.566,39.68,1.3,0.02
117.88,30.5,43.2,62.47,-0.75,8.69
117.95,47.3,33.335,39.1,0.3,-0.8
117.99,64.1,23.04,53.8,-0.4,0.4
117.99,54.1,10.37,68.0,2.8,9.7
118.06,78.2,18.81,47.2,-2.8,7.4
118.14,62.0,22.484,51.3,1.1,4.6
118.2,54.2,21.2,61.01,-0.81,11.78
118.2,52.4,10.939,52.6,3.3,7.9
118.22,42.2,50.788,44.9,-1.1,2.1
118.25,40.4,50.788,44.9,-1.1,2.1
118.28,59.9,39.27,44.7,0.9,-1.0
118.35,59.8,29.54,49.6,1.8,-2.6
118.39,72.3,17.1,60.1,-1.0,0.0
118.48,59.9,3.66,92.0,7.3,2.4
118.53,66.0,27.556,45.1,1.0,7.6
118.53,66.0,27.556,45.1,1.0,7.6
118.58,80.9,15.96,43.5,-1.4,2.4
118.58,80.6,18.46,38.0,0.2,-0.2
118.6,47.3,42.262,39.6,0.1,-1.4
118.6,47.3,42.262,39.6,0.1,-1.4
118.65,34.6,45.256,48.3,-0.8,0.7
118.68,64.6,23.04,58.0,1.1,-1.9
118.84,56.2,9.481,67.5,2.5,9.5
118.86,46.6,26.8,45.57,1.77,9.95
118.86,46.6,26.8,45.57,1.77,9.95
119.03,46.1,44.603,43.8,-1.5,2.2
119.03,46.1,44.603,43.8,-1.5,2.2
119.08,45.7,44.603,43.7,-1.1,2.5
119.14,40.8,55.42,48.2,-0.7,0.9
119.17,45.2,55.589,41.5,-1.1,-0.4
119.3,77.3,17.06,44.8,-2.3,9.9
119.34,65.0,23.221,45.7,1.4,8.6
119.4,74.4,15.97,60.2,-0.5,-0.7
119.52,46.7,40.328,37.73,0.51,0.5
119.75,54.2,18.8,63.24,-0.8,11.06
119.77,53.0,50.374,53.7,2.7,4.9
119.78,59.3,40.6,39.2,2.0,-1.6
119.83,46.5,48.58,43.0,-0.7,-1.1
119.85,79.7,15.8,45.1,-1.6,2.2
119.85,59.6,28.73,59.1,1.3,-2.8
119.98,54.6,5.07,87.7,9.0,5.4
120.08,80.0,20.72,36.6,-0.2,-0.9
120.15,63.1,17.334,46.8,1.4,7.3
120.18,74.9,14.4,62.3,-0.4,1.6
120.18,65.0,20.82,62.1,-0.1,-0.2
120.21,45.1,44.991,39.7,-0.6,1.7
120.23,43.6,44.991,39.7,-0.6,1.7
120.24,53.3,7.424,68.1,2.9,10.7
120.35,45.4,20.216,59.5,3.4,7.9
120.58,80.7,14.74,41.5,-1.2,2.3
120.58,73.3,15.71,57.3,-1.3,-1.3
120.98,48.7,38.237,43.75,0.96,0.17
121.25,58.7,20.6,58.15,-0.92,11.53
121.3,62.3,33.6,56.53,-0.92,9.64
121.32,47.0,41.972,40.8,-0.7,1.1
121.35,59.7,28.74,50.9,1.0,-1.6
121.48,54.3,5.12,89.2,6.0,2.1
121.58,81.0,18.84,41.2,-2.0,1.5
121.68,65.7,25.2,52.0,0.7,-0.7
121.68,65.7,25.2,52.0,0.7,-0.7
121.7,75.2,13.44,57.5,-1.3,3.6
121.74,52.0,9.814,70.6,2.5,9.7
122.0,48.3,41.77,42.27,0.63,-1.65
122.08,73.9,16.95,56.4,-1.6,0.8
122.08,80.5,16.19,44.2,-0.5,4.2
122.1,59.7,20.4,61.98,-0.76,12.19
122.1,59.7,20.4,61.98,-0.76,12.19
122.11,51.5,2.337,36.1,7.5,-5.4
122.24,57.8,13.04,64.6,7.6,19.2
122.34,62.2,23.591,45.0,1.6,7.6
122.72,51.0,39.735,45.83,1.01,-1.28
122.84,50.1,42.334,60.5,2.7,5.6
122.88,64.1,24.37,53.4,-1.9,0.5
122.88,64.1,24.37,53.4,-1.9,0.5
122.92,50.2,48.772,51.0,-1.1,0.2
122.92,80.0,20.68,37.5,0.1,0.7
122.98,53.3,5.48,86.6,6.4,3.8
123.15,57.7,29.908,50.8,1.2,7.3
123.17,78.0,15.01,60.2,-1.8,4.8
123.18,63.5,25.0,,-0.4,-0.3
123.2,63.4,21.2,58.85,-0.89,11.54
123.24,50.3,12.151,65.3,2.3,8.9
123.27,52.3,14.872,56.7,4.0,7.7
123.58,71.4,19.7,51.2,-1.0,0.8
123.59,81.5,15.47,42.9,-1.5,1.4
123.92,81.9,17.97,46.0,-0.7,-0.6
123.92,81.9,17.97,46.0,-0.7,-0.6
123.97,61.3,2.98,66.3,17.4,-14.8
124.16,48.5,38.128,45.73,1.55,0.56
124.24,54.2,4.38,89.4,8.7,6.3
124.24,54.2,4.38,89.4,8.7,6.3
124.38,62.3,25.83,49.4,-0.4,-0.2
124.64,80.8,16.68,61.2,-3.1,2.7
124.68,62.7,24.28,51.8,0.2,1.8
124.7,68.1,21.8,61.43,-0.74,12.61
124.74,50.7,13.841,60.8,2.2,10.7
124.78,60.5,33.99,48.0,-0.2,-1.1
124.97,72.7,19.37,52.5,-1.7,1.3
124.98,57.7,5.66,73.6,6.6,10.1
125.0,47.9,47.733,56.0,2.2,5.0
125.08,80.2,19.06,41.4,0.2,0.7
125.09,82.2,16.55,38.2,-1.4,3.1
125.34,68.8,26.654,42.9,1.2,8.5
125.35,50.4,16.101,63.6,2.7,7.7
125.64,49.0,40.503,46.0,0.89,0.16
125.8,59.4,33.8,58.32,-0.84,10.19
125.88,62.8,26.7,50.8,-1.7,1.0
125.92,46.3,51.052,44.0,-0.4,-0.4
125.95,72.8,17.73,55.7,-1.8,0.9
126.1,82.8,13.76,62.1,-4.0,3.6
126.18,63.1,24.124,49.7,0.9,7.1
126.18,62.4,23.88,54.8,-0.6,1.5
126.2,60.2,30.76,52.5,0.8,-1.7
126.2,63.1,22.2,62.63,-0.7,12.23
126.24,55.5,14.378,66.5,1.8,11.2
126.39,47.6,52.001,54.6,2.5,4.1
126.49,72.6,17.12,56.8,-2.4,2.0
126.49,72.6,17.12,56.8,-2.4,2.0
126.54,80.4,18.92,43.7,0.7,-0.2
126.59,80.2,16.69,42.6,-1.6,1.6
126.79,63.4,2.54,67.7,17.8,-14.0
126.8,44.0,50.549,49.4,-0.7,0.2
126.99,48.9,43.372,40.85,0.6,1.49
127.3,58.4,3.7,85.9,8.9,5.5
127.38,61.3,28.08,52.9,-0.6,-1.6
127.42,53.0,39.701,39.5,0.8,1.2
127.44,63.5,23.62,55.4,0.5,-1.1
127.5,50.1,14.163,67.3,2.2,12.5
127.56,84.2,12.13,64.0,2.2,4.9
127.61,72.3,19.36,55.2,-1.9,0.7
127.68,61.7,34.29,43.5,0.0,0.0
127.7,63.7,20.8,,-0.43,12.41
127.93,69.5,32.684,38.4,1.2,6.2
127.93,69.5,32.684,38.4,1.2,6.2
127.94,51.3,10.523,58.6,3.6,9.0
128.01,79.3,21.17,41.1,0.8,-0.3
128.09,64.0,19.911,53.3,1.1,4.4
128.11,80.7,17.41,41.8,-0.4,2.6
128.18,63.1,24.61,52.9,1.9,-0.6
128.38,52.8,13.541,64.1,1.8,11.0
128.48,47.7,35.91,41.07,0.62,-0.05
128.56,44.1,50.312,44.6,-2.0,3.5
128.58,42.7,50.312,44.6,-2.0,3.5
128.84,82.5,10.73,62.5,0.8,11.5
128.85,64.2,21.683,44.1,1.1,8.2
128.88,52.9,6.52,91.3,7.1,5.0
128.88,61.1,26.94,56.9,0.8,-1.7
129.13,62.6,34.02,48.0,1.0,-0.9
129.2,65.3,18.4,60.49,-0.29,13.54
129.29,53.4,48.031,46.9,1.7,1.7
129.36,46.3,38.612,40.23,0.47,1.41
129.38,80.9,17.23,21.2,-7.7,13.0
129.38,80.9,17.23,21.2,-7.7,13.0
129.47,78.5,20.47,41.2,-1.3,2.9
129.5,43.4,22.287,51.7,3.5,5.0
129.54,66.0,21.478,48.8,1.1,2.8
129.59,52.5,42.922,50.4,-1.1,3.0
129.68,82.1,13.3,65.3,3.8,10.3
129.68,63.4,23.32,54.7,1.3,0.3
129.74,49.9,12.361,49.5,2.1,5.3
129.76,50.9,79.6,48.18,-1.1,6.15
129.79,48.8,44.268,37.0,0.3,-2.1
130.08,81.5,14.81,45.6,-0.8,0.9
130.08,72.2,23.32,56.0,-0.8,0.3
130.21,46.2,40.849,40.67,0.52,-0.96
130.3,54.4,5.25,87.6,7.5,3.6
130.38,62.1,26.28,57.5,0.9,0.0
130.7,68.4,20.2,56.65,-0.61,13.0
130.8,56.3,25.4,57.92,-0.88,10.66
130.8,45.1,51.762,42.1,-1.2,2.1
130.8,45.1,51.762,42.1,-1.2,2.1
130.8,56.3,25.4,57.92,-0.88,10.66
130.93,80.1,19.94,44.1,0.1,-0.6
130.93,80.1,19.94,44.1,0.1,-0.6
131.03,44.4,39.547,42.83,1.04,-1.71
131.03,44.4,39.547,42.83,1.04,-1.71
131.18,62.7,26.26,46.3,-1.2,1.4
131.18,83.8,12.43,43.8,15.0,29.7
131.24,49.7,13.934,62.1,2.6,7.6
131.38,61.2,22.91,56.7,-0.1,0.3
131.58,73.2,21.79,48.0,-2.5,-0.7
131.58,82.0,15.67,46.2,0.0,-0.6
131.82,44.8,19.051,58.5,4.0,8.7
131.85,64.8,34.544,47.8,1.2,8.4
131.87,55.4,5.12,74.9,5.6,-0.8
131.96,40.5,46.572,43.5,-0.5,1.0
132.26,48.7,45.653,43.0,-0.9,-0.7
132.29,52.5,86.038,52.3,3.1,4.4
132.4,80.2,20.57,43.5,-1.4,0.9
132.61,61.2,17.934,52.9,1.5,3.2
132.64,49.2,37.114,39.99,0.32,1.18
132.68,81.7,12.97,44.8,19.9,41.6
132.68,65.7,27.51,53.3,1.0,-1.1
132.7,72.9,24.4,58.04,-0.31,12.05
132.7,72.9,24.4,58.04,-0.31,12.05
132.74,48.3,12.121,62.5,2.9,5.6
132.89,46.6,56.31,49.5,-0.2,-1.6
133.08,82.3,17.34,41.2,-0.6,-0.3
133.09,71.9,18.27,60.1,-0.6,-0.7
133.22,54.2,4.04,77.7,6.2,6.2
133.39,63.8,19.35,65.6,-0.4,-0.5
133.44,47.9,39.396,44.81,0.89,1.08
133.73,79.0,21.21,43.7,-0.6,0.2
133.76,48.8,40.026,41.4,-0.8,0.5
133.86,62.2,24.34,52.1,1.2,-0.4
133.98,60.0,21.96,45.8,-0.1,0.9
134.17,43.3,53.048,38.5,1.8,-3.7
134.18,85.0,10.33,48.0,16.7,33.5
134.18,62.1,27.29,51.7,0.1,2.5
134.2,64.4,19.6,59.33,-0.58,13.58
134.24,51.0,11.454,49.0,2.1,1.8
134.36,46.5,39.537,38.52,0.39,1.19
134.56,46.6,58.1,49.9,-1.9,2.6
134.57,52.0,9.544,64.4,4.1,7.8
134.58,80.2,21.46,39.7,-1.0,2.0
134.58,79.1,16.19,45.2,-0.3,0.6
134.58,79.1,16.19,45.2,-0.3,0.6
134.58,42.1,58.1,49.9,-1.9,2.6
134.61,70.8,19.38,58.0,-0.7,-1.0
134.78,65.9,35.334,47.6,1.6,7.6
135.18,52.3,6.13,78.7,7.3,9.8
135.18,52.3,6.13,78.7,7.3,9.8
135.19,43.1,32.603,37.14,0.62,2.38
135.3,66.6,27.0,60.26,-0.51,9.66
135.36,61.3,25.62,56.6,-0.1,0.0
135.4,43.6,56.158,41.7,-1.2,1.9
135.48,61.4,30.25,54.4,-0.2,-0.7
135.68,62.5,26.02,59.7,1.4,-2.8
135.68,80.0,11.53,49.9,18.6,31.9
135.7,59.6,19.6,59.85,-0.86,7.27
135.7,59.6,19.6,59.85,-0.86,7.27
135.74,50.9,12.521,60.4,2.3,8.3
135.82,45.4,54.8,53.2,-0.3,-1.4
135.85,59.3,51.681,52.0,3.3,3.3
136.08,79.5,15.07,44.5,0.2,2.0
136.08,78.9,21.75,41.2,-0.6,1.8
136.14,71.5,21.87,54.9,-0.6,-0.9
136.2,68.3,3.26,73.2,10.0,3.2
136.32,43.9,42.393,39.96,0.98,-1.23
136.36,46.1,55.62,49.4,-1.4,2.3
136.36,46.1,55.62,49.4,-1.4,2.3
136.53,46.4,37.022,23.5,1.16,-5.14
136.63,51.4,7.28,81.8,6.3,9.0
136.71,51.1,13.183,53.0,2.3,5.8
136.86,61.3,25.6,51.7,0.7,-0.2
136.9,63.2,24.33,52.1,0.2,0.0
136.98,60.9,28.73,48.3,0.5,0.5
137.09,50.1,12.84,62.9,2.8,5.2
137.13,61.8,23.791,50.1,1.4,6.3
137.18,84.5,10.1,46.7,20.2,32.5
137.2,63.0,21.2,62.21,-0.62,10.47
137.36,42.0,37.845,39.3,-0.6,1.6
137.39,42.7,37.845,39.3,-0.6,1.6
137.44,67.4,26.23,49.5,0.7,0.3
137.58,81.1,16.05,42.9,-1.5,3.4
137.58,80.2,20.13,43.2,-0.1,1.2
137.62,71.0,19.87,53.9,-0.8,1.2
137.76,51.3,6.62,73.9,5.8,7.3
137.76,51.3,6.62,73.9,5.8,7.3
137.79,66.0,3.69,62.7,9.3,4.0
137.89,62.4,23.32,58.8,0.4,0.0
137.97,50.3,17.281,57.8,2.4,7.2
138.04,50.6,12.441,63.6,2.8,5.4
138.04,46.6,48.009,39.9,-0.6,0.9
138.08,44.9,48.009,45.7,-1.9,3.1
138.12,40.6,43.1,41.86,1.08,0.52
138.34,68.6,21.261,48.0,1.6,6.7
138.36,61.0,25.39,54.3,1.2,-0.4
138.48,61.5,27.89,57.0,-0.1,-0.6
138.51,43.0,40.866,42.01,1.38,-0.03
138.7,59.3,18.2,60.61,-0.71,9.34
138.79,43.3,52.972,45.6,-0.9,-1.5
138.8,57.7,64.224,61.9,3.3,2.2
138.84,79.8,15.24,44.7,-1.0,4.1
138.91,67.5,20.73,53.9,-0.3,0.4
139.08,78.6,20.41,36.4,-0.2,4.4
139.13,52.3,15.067,58.6,3.0,7.6
139.13,58.6,17.118,46.9,1.8,1.1
139.18,77.8,12.01,57.1,15.6,25.3
139.28,46.3,22.6,47.08,-0.75,6.1
139.28,46.3,22.6,47.08,-0.75,6.1
139.38,62.9,20.45,66.9,0.6,0.1
139.44,69.9,3.71,65.0,8.7,3.1
139.58,69.8,19.86,52.7,-2.1,0.6
139.58,81.7,15.41,39.7,-1.0,4.3
139.68,61.3,22.91,57.0,-0.5,0.5
139.78,42.5,40.596,33.83,1.57,-3.4
139.98,62.6,21.7,53.1,0.0,0.3
140.2,57.0,18.8,63.14,-0.46,9.17
140.29,46.3,51.982,43.8,0.4,-2.2
140.3,55.6,23.0,55.15,-0.67,9.55
140.31,46.1,59.968,48.6,-1.0,1.2
140.58,79.4,21.15,50.0,0.3,-1.0
140.58,79.4,21.15,50.0,0.3,-1.0
140.63,75.4,14.48,52.7,13.7,24.6
140.64,63.2,24.6,53.9,-0.3,0.7
140.68,64.5,3.67,58.7,9.4,0.3
140.88,67.1,23.65,,0.1,1.2
141.08,69.2,21.42,45.8,-0.1,2.3
141.08,69.2,21.42,45.8,-0.1,2.3
141.08,80.1,15.78,43.2,-1.4,4.2
141.1,57.5,18.8,64.27,-0.77,9.32
141.39,61.2,24.778,50.5,1.5,7.4
141.61,42.4,2.901,61.6,4.4,5.7
141.83,54.4,54.304,57.8,3.5,5.1
141.88,62.3,25.95,62.1,-0.5,-1.0
142.0,79.5,20.45,35.4,-1.4,0.8
142.08,68.8,11.26,68.8,15.5,20.8
142.13,56.4,29.631,32.7,3.0,-6.2
142.15,67.8,3.55,82.8,20.8,-11.3
142.2,59.5,17.6,66.16,-0.62,10.08
142.22,42.1,38.565,38.73,0.62,1.99
142.22,42.0,47.137,41.8,-1.2,2.7
142.38,66.0,24.88,45.5,1.1,1.1
142.58,66.9,21.45,60.1,0.2,-1.6
142.6,80.3,16.1,43.1,-1.5,0.9
142.61,40.8,42.92,36.5,-1.4,4.1
142.63,41.2,42.92,36.5,-1.4,4.1
142.67,40.7,42.92,36.5,-1.4,4.1
142.88,53.6,14.104,50.9,3.2,7.1
143.1,79.2,20.29,43.1,0.6,-1.2
143.2,44.8,43.358,39.96,1.01,0.5
143.38,59.3,26.01,58.2,-0.2,-0.7
143.5,60.5,23.49,58.6,0.3,-0.8
143.53,67.4,10.56,71.5,14.9,16.1
143.53,67.4,10.56,71.5,14.9,16.1
143.65,45.0,17.063,55.9,3.4,5.7
143.7,65.8,19.4,57.81,-0.71,10.19
143.8,40.2,33.992,45.9,-0.8,0.1
143.82,46.3,46.9,37.0,0.7,-2.1
143.88,64.8,23.31,51.7,1.2,0.7
144.05,39.1,43.848,39.96,1.04,-0.94
144.08,66.3,22.79,60.8,-1.2,-0.5
144.08,51.8,47.35,62.2,3.3,3.3
144.08,78.4,23.27,44.8,0.3,0.8
144.12,78.9,18.93,42.6,-0.2,2.4
144.27,62.1,30.481,49.0,1.3,7.5
144.27,62.1,30.481,49.0,1.3,7.5
144.63,42.3,65.585,44.4,-1.3,1.7
144.63,42.3,65.585,44.4,-1.3,1.7
144.8,56.5,31.0,55.3,-0.83,9.99
144.8,56.5,31.0,55.3,-0.83,9.99
144.88,58.4,25.96,55.2,-0.5,0.0
144.98,70.0,13.07,66.7,13.6,16.6
145.0,57.4,30.94,50.9,0.5,-2.2
145.13,58.5,22.861,46.9,0.9,6.9
145.2,62.6,16.8,60.02,-0.61,10.85
145.29,41.7,39.493,32.7,2.1,-4.1
145.3,48.9,55.172,48.4,-1.3,-0.1
145.34,58.6,48.541,50.1,3.3,3.4
145.38,63.8,21.51,54.3,-1.7,2.3
145.58,64.8,22.64,58.9,-0.5,0.9
145.59,79.1,22.29,50.3,-0.2,-0.8
145.64,78.6,19.08,43.8,0.1,1.0
146.11,48.8,16.864,54.1,2.4,8.1
146.11,48.8,16.864,54.1,2.4,8.1
146.24,67.1,3.07,86.4,10.5,-1.4
146.24,67.1,3.07,86.4,10.5,-1.4
146.31,48.0,32.785,39.05,1.09,1.14
146.35,56.6,14.971,48.5,2.3,4.5
146.35,56.6,14.971,48.5,2.3,4.5
146.38,62.6,27.4,48.9,0.0,0.4
146.43,69.0,12.58,63.8,16.6,23.8
146.5,56.4,32.24,53.3,0.0,-0.9
146.52,48.4,61.747,45.1,-0.8,-0.7
146.52,48.4,61.747,45.1,-0.8,-0.7
146.55,42.7,56.488,46.6,0.2,-2.2
146.55,42.7,56.488,46.6,0.2,-2.2
146.69,61.8,27.391,47.0,1.1,7.2
146.7,64.3,24.6,57.98,-0.49,10.07
146.91,46.5,41.205,39.59,1.04,1.01
146.94,65.6,21.01,60.5,0.3,-0.7
146.94,65.6,21.01,60.5,0.3,-0.7
147.04,78.1,21.93,42.3,-0.3,0.3
147.04,78.1,21.93,42.3,-0.3,0.3
147.15,78.8,17.75,42.6,-0.2,3.9
147.18,64.4,15.91,67.0,0.3,-1.6
147.29,62.3,4.45,87.2,15.7,-12.8
147.62,42.7,38.916,38.42,0.81,1.14
147.66,46.9,55.898,45.6,-0.7,-0.6
147.68,47.5,55.898,45.6,-0.7,-0.6
147.75,37.5,42.739,46.2,-0.7,0.9
147.8,62.2,25.92,45.9,0.5,2.5
147.81,58.8,15.031,59.6,2.9,9.5
147.83,40.4,62.131,38.6,2.6,-0.1
147.85,63.8,30.294,50.1,1.8,6.6
148.0,56.6,37.24,49.3,-0.4,-3.0
148.2,63.6,21.8,58.36,-0.23,11.45
148.27,41.1,41.445,39.38,1.77,0.54
148.41,42.1,39.999,31.1,3.0,-4.4
148.42,78.9,16.11,50.9,0.5,-0.9
148.42,61.0,14.66,47.8,8.8,20.8
148.48,66.5,23.65,59.4,-0.7,-1.3
148.5,78.1,22.66,46.3,-1.2,1.0
148.54,64.1,4.0,60.1,17.3,-19.8
148.62,42.9,13.221,60.2,2.8,10.0
148.68,63.1,17.41,58.4,-1.0,2.2
148.73,61.8,24.427,50.1,1.4,6.4
148.83,50.5,23.0,54.29,-0.03,8.9
149.08,78.4,14.46,44.4,0.2,5.2
149.27,54.5,13.814,54.8,2.8,6.8
149.3,61.5,27.75,56.3,0.2,-0.8
149.43,43.3,39.575,39.4,1.03,-0.39
149.48,55.7,34.43,48.5,0.5,0.7
149.69,53.8,24.6,56.4,-0.49,8.5
149.7,62.1,27.0,62.84,-0.46,10.38
149.79,50.9,40.353,45.7,-1.1,1.0
149.79,58.2,24.6,55.72,-0.48,8.97
149.8,60.4,31.8,57.05,-1.1,10.64
149.86,51.2,8.56,78.5,7.0,11.7
149.91,48.9,62.308,42.4,-0.4,-2.1
149.96,79.5,20.71,48.5,-1.2,0.5
149.98,64.2,26.21,58.4,0.3,-1.9
150.18,65.9,20.09,54.0,-0.8,1.4
150.34,51.5,45.138,43.5,0.57,1.93
150.5,61.7,28.37,49.5,0.2,-0.7
150.58,77.2,17.61,44.4,0.2,2.9
150.72,54.0,7.908,44.6,2.1,2.7
150.72,52.9,42.58,40.6,-0.7,5.1
150.78,58.9,26.011,47.7,1.1,9.7
151.04,53.2,21.848,59.3,2.6,4.1
151.12,50.1,8.08,67.9,5.2,7.1
151.17,49.3,7.04,69.8,4.7,5.4
151.38,62.8,22.77,53.4,0.5,1.4
151.42,78.6,22.27,47.6,-0.3,-1.4
151.48,65.5,28.38,60.2,-0.6,-1.9
151.65,53.9,20.588,48.0,1.1,5.6
151.68,64.3,19.91,63.7,-1.2,-1.2
151.7,58.6,19.2,56.26,-0.98,8.67
151.73,46.3,43.331,36.54,0.81,2.01
151.9,46.4,58.382,46.0,-1.7,-0.7
151.92,15.4,17.32,42.4,4.4,5.6
151.96,42.4,60.493,52.7,-1.6,1.6
151.98,41.3,60.493,52.7,-1.6,1.6
152.08,81.5,16.42,41.1,-0.6,0.7
152.28,53.6,37.22,41.8,-3.3,9.4
152.56,54.2,27.128,50.9,2.7,5.2
152.6,46.5,51.777,41.9,-0.8,0.7
152.65,50.9,7.54,71.0,5.2,5.9
152.65,44.0,62.007,43.9,-1.5,-0.1
152.66,51.1,9.57,65.9,4.6,9.5
152.7,78.5,21.57,43.7,-0.6,-0.7
152.88,64.3,17.25,65.0,0.9,-2.1
152.98,54.0,33.64,50.6,0.4,-2.0
152.98,64.7,26.16,63.0,0.9,-3.6
152.98,54.0,33.64,50.6,0.4,-2.0
153.01,22.8,38.364,39.7,5.9,10.9
153.1,41.6,36.994,39.46,1.15,2.22
153.18,61.3,14.56,64.1,-1.1,-0.1
153.2,59.8,24.6,62.25,-0.45,10.57
153.56,54.1,57.6365,40.6,-1.3,-1.1
153.58,79.3,18.79,49.9,-0.3,0.5
153.58,79.4,20.82,42.9,-0.8,-0.8
153.61,55.2,13.561,61.4,2.9,5.6
153.61,55.2,13.561,61.4,2.9,5.6
153.82,42.5,62.487,48.1,-1.9,0.9
153.83,59.9,33.321,51.7,1.3,8.3
153.92,46.4,8.01,75.7,7.9,10.1
154.04,58.0,26.754,61.7,2.7,10.1
154.16,54.0,5.75,70.9,4.6,4.3
154.3,48.8,34.765,34.95,1.48,-1.3
154.3,61.3,24.0,57.57,-0.8,10.07
154.38,63.8,19.36,54.2,-1.2,0.9
154.48,53.4,36.82,41.8,-0.4,3.7
154.48,63.9,26.27,55.3,-0.5,-1.0
